DalvikHeapPss	DalvikHeapSize	UsedDalvikHeap	FreeDalvikHeap	NativePssTotal	NativeHeapSize	UtilizationDalvik
6283	27450	21740	5710	5397	16384	0.7919854280510018
8342	32674	23465	9209	7338	16384	0.7181551080369712
7718	33736	22793	10943	7330	20480	0.675628408821437
8798	27108	23903	3205	8102	20480	0.8817692194186219
8611	36731	22468	14263	9163	20480	0.6116903977566633
9222	35310	24365	10945	10145	20480	0.6900311526479751
9346	37652	23975	13677	9997	20480	0.6367523637522575
10054	37485	25046	12439	10557	20480	0.6681605975723622
10902	37242	25916	11326	11017	20480	0.6958809945760164
11338	37944	26341	11603	11497	24576	0.6942072527935905
11762	38647	26788	11859	12828	24576	0.6931456516676585
11262	39364	26170	13194	11696	24576	0.6648206483080987
12210	31606	27280	4326	12140	24576	0.8631272543188002
12642	32170	27700	4470	12932	24576	0.8610506683245259
12510	32730	27981	4749	13820	24576	0.8549037580201649
12874	42228	27866	14362	14180	24576	0.6598939092545231
13491	42582	28115	14467	14189	24576	0.6602555070217463
14411	42099	29289	12810	14577	24576	0.6957172379391434
14851	42522	29710	12812	14929	24576	0.6986971450072903
15287	42943	30131	12812	15417	24576	0.7016510257783574
14855	43373	29534	13839	15281	24576	0.6809305328199571
15775	35265	30670	4595	16549	28672	0.8697008365234652
16147	35686	31075	4611	16089	28672	0.8707896654150087
16659	36112	31514	4598	18021	28672	0.8726739034116083
16235	44736	31083	13653	18561	28672	0.6948095493562232
16723	45939	31333	14606	17833	28672	0.6820566403273907
17851	45468	32653	12815	18201	28672	0.7181534265857307
18307	45890	33078	12812	18621	28672	0.7208106341250817
18703	46311	33500	12811	19061	28672	0.7233702576061842
18263	46741	32907	13834	18873	28672	0.7040285830427248
18583	47200	33418	13782	19081	28672	0.7080084745762711
19611	39057	34461	4596	20541	32768	0.882325831477072
20023	39475	34853	4622	20521	32768	0.8829132362254591
19647	48099	34518	13581	21369	32768	0.7176448574814446
20155	49304	34698	14606	21329	32768	0.7037562875223106
21251	48836	36014	12822	21857	32768	0.7374477844213285
21727	49255	36445	12810	22165	32768	0.7399248807227693
22123	49674	36863	12811	22745	32768	0.7420984821033136
21643	50104	36272	13832	22409	32768	0.7239342168289957
21943	50565	36741	13824	22749	32768	0.7266093147433996
23003	42422	37803	4619	23265	32768	0.8911178162274291
23431	42843	38224	4619	24121	32768	0.8921877552925799
23055	51468	37849	13619	25097	32768	0.7353889795601151
23559	52673	38072	14601	24789	32768	0.7227991570633912
24659	52205	39377	12828	25325	32768	0.7542764103055263
25103	52629	39814	12815	25865	36864	0.7565030686503639
25499	53050	40243	12807	26325	36864	0.7585862393967955
25043	53479	39645	13834	25985	36864	0.7413190224200153
25303	53904	40073	13831	26329	36864	0.7434142178688038
26423	45795	41175	4620	26949	36864	0.8991156239764166
26831	46216	41595	4621	27753	40960	0.9000129825168772
26523	54841	41343	13498	28525	40960	0.7538702795353841
26951	56046	41437	14609	28505	40960	0.7393391142989687
27795	55893	42443	13450	29029	40960	0.7593616374143453
28507	55998	43187	12811	29437	40960	0.7712239722847245
28895	56416	43603	12813	29865	40960	0.772883579126489
28415	56846	43013	13833	29673	40960	0.7566583400766984
28679	57266	43430	13836	30029	40960	0.7583906681102225
29799	49160	44540	4620	30421	40960	0.9060211554109032
30243	49582	44962	4620	31217	40960	0.9068210237586221
29879	58207	44640	13567	32825	40960	0.7669180682735753
30351	59421	44814	14607	32821	45056	0.7541778159236634
31115	59660	45675	13985	32409	45056	0.7655883338920549
31911	59362	46551	12811	32949	45056	0.7841885381220309
32303	59783	46972	12811	33258	45056	0.7857083117274142
31843	60211	46376	13835	33146	45056	0.77022470977064
32099	60631	46799	13832	33482	45056	0.7718658771915357
33207	52528	47907	4621	33854	45056	0.9120278708498325
33639	52947	48328	4619	34714	45056	0.9127618184221957
33371	61571	48085	13486	35590	45056	0.7809683130044989
33587	62874	47796	15078	35538	45056	0.760187040748163
34447	63249	48926	14323	35958	45056	0.7735458268114911
35319	62727	49919	12808	36626	45056	0.7958136049866883
35735	63148	50338	12810	36986	45056	0.7971432191043264
35235	63578	49743	13835	36726	45056	0.7823932806945799
35559	63996	50164	13832	37134	49152	0.7838614913432089
36623	55892	51272	4620	37498	49152	0.9173405854147284
37043	56312	51694	4618	38258	49152	0.9179926125870153
36731	64936	51411	13525	39294	49152	0.7917179992608107
37035	66277	51358	14919	39218	49152	0.7748992863285906
37907	66498	52355	14143	39666	49152	0.7873169117868206
38723	66092	53279	12813	40118	49152	0.8061338739938267
39155	66513	53701	12812	40506	53248	0.8073760016838814
38687	66943	53110	13833	40246	53248	0.7933615165140493
38959	67359	53521	13838	40710	53248	0.7945634584836473
40043	59256	54641	4615	41194	53248	0.9221175914675307
40547	59679	55072	4607	41918	53248	0.9228036662812714
40263	68307	54837	13470	43746	53248	0.8028020554262374
40507	69628	54376	15252	43838	53248	0.7809501924513127
41163	69967	55406	14561	43350	53248	0.791887604156245
42279	69465	56655	12810	43686	53248	0.8155905851867847
42667	69887	57073	12814	44062	53248	0.8166468728089631
42083	70307	56986	13321	43778	53248	0.8105309570881989
42651	70737	56901	13836	44254	53248	0.8044022223164681
43579	62633	58014	4619	44754	53248	0.9262529337569652
44019	63050	58458	4592	46350	57344	0.9271689135606661
43779	63479	58214	5265	46398	57344	0.9170591849272988
43747	72960	57708	15252	46370	57344	0.7909539473684211
44543	73324	58716	14608	46854	57344	0.8007746440456058
45639	72827	60018	12809	47118	57344	0.8241174289755173
46087	73249	60435	12814	47498	57344	0.8250624581905555
45639	73670	60751	12919	47826	57344	0.8246368942581783
46051	74101	60271	13830	47842	57344	0.8133628426067124
46979	74335	61360	12975	48342	57344	0.8254523441178448
47415	66417	61796	4621	49018	57344	0.9304244395260249
47215	66837	61573	5264	49978	61440	0.9212412286607717
47167	76319	61087	15232	49290	61440	0.8004166721262072
48007	76665	62063	14602	50234	61440	0.8095349898910846
49091	76198	63382	12816	50830	61440	0.8318066090973516
49499	76617	63805	12812	51230	61440	0.8327786261534647
49895	77037	64223	12814	51842	61440	0.8336643431078573
49467	77467	63632	13835	51426	61440	0.8214078252675333
49807	77967	64135	13832	51762	61440	0.8225916092705888
50839	69783	65162	4621	52454	61440	0.9337804336299672
50659	70205	64940	5265	53374	65536	0.9250053414998932
50155	78829	63599	15230	52974	65536	0.8067969909551054
51379	80034	65426	14608	53938	65536	0.8174775720318864
52519	79560	66746	12814	54406	65536	0.8389391654097537
52955	79981	67170	12811	54746	65536	0.8398244583088483
52767	80402	67585	12817	54874	65536	0.8405885425735679
52859	80831	67001	13830	54966	65536	0.8289022775915181
53267	81344	67535	13809	55338	65536	0.8302394767899292
54239	73147	68523	4624	56266	65536	0.9367848305467074
54071	73569	68305	5264	57042	65536	0.9284481235302913
54035	83053	67803	15250	56578	65536	0.8163823100911466
54771	83398	68790	14608	57574	69632	0.8248399242188063
55923	82928	70116	12812	57922	69632	0.8455045340536369
56359	83345	70535	12810	58342	69632	0.8463015177875097
55835	83767	70460	13307	58274	69632	0.8411426934234245
56299	84197	70361	13836	58550	69632	0.8356711046711878
56623	84663	70832	13831	58938	69632	0.8366346574064231
57627	76511	71886	4625	59646	69632	0.9395511756479461
57435	76931	71663	5268	60542	69632	0.9315230531255281
57115	85556	70330	15226	59982	69632	0.8220346907288794
58191	86761	72154	14607	60978	73728	0.8316409446640772
59299	86290	73477	12813	61410	73728	0.8515123421022135
59747	86711	73903	12808	61934	73728	0.8522909434789127
59587	87129	74309	12820	61962	73728	0.8528618485234537
59691	87560	73722	13838	62090	73728	0.8419597989949749
60023	88020	74190	13830	62518	73728	0.8428766189502386
61023	79873	75249	4624	63178	73728	0.9421080966033578
60859	80294	75025	5269	63966	73728	0.9343786584302688
60727	89558	74802	14756	63494	73728	0.8352352665311865
61591	90272	75519	14753	64486	73728	0.8365716944345977
62363	90256	76442	13814	64858	73728	0.8469464633930154
63159	90074	77262	12812	65454	73728	0.8577613961853587
63559	90492	77673	12819	65838	77824	0.8583410688237634
63111	90922	77094	13828	65626	77824	0.8479135962693297
63391	91344	77511	13833	66014	77824	0.8485614818707304
64483	83237	78615	4622	66738	77824	0.9444718094116799
64267	83658	78394	5264	67858	77824	0.9370771474335987
63815	92283	77612	14671	67106	77824	0.8410216399553547
64735	93624	78642	14982	68162	77824	0.839976928992566
65823	93406	79878	13528	68642	77824	0.8551699034323277
66623	93438	80653	12785	69910	77824	0.8631713007555812
67023	93859	81044	12815	69398	77824	0.8634654108822809
66579	94290	80454	13836	69078	77824	0.8532612153993
66859	94706	80874	13832	69538	77824	0.853948007518003
67971	86603	81987	4616	70446	81920	0.9466993060286595
67755	87024	81759	5265	71394	81920	0.9394994484280199
67295	87454	80808	6646	70702	81920	0.924005763029707
68043	96976	81727	15249	71614	81920	0.842754908430952
69019	97323	82809	14514	72182	81920	0.8508677291082273
70063	96801	83987	12814	72578	81920	0.8676253344490242
70467	97223	84407	12816	72906	81920	0.8681793402795634
69903	97654	83822	13832	72770	81920	0.8583570565465828
70473	98074	84239	13835	73308	86016	0.8589330505536635
71573	89967	85345	4622	73968	86016	0.9486256071670723
71309	90388	85119	5269	74884	86016	0.9417068637429747
70905	99012	84368	14644	74228	86016	0.8520987355068073
71677	100326	85082	15244	75164	86016	0.848055339592927
72833	100463	86491	13972	75632	86016	0.8609239222400287
73689	100165	87381	12784	77008	86016	0.8723705885289272
74121	100587	87810	12777	76520	86016	0.8729756330340899
73581	101033	87202	13831	76228	86016	0.8631041342927558
73905	101454	87619	13835	76792	90112	0.8636327793877028
74993	93350	88731	4619	77548	90112	0.9505195500803428
74769	93770	88502	5268	78440	90112	0.9438199850698518
74397	94202	87783	6419	77924	90112	0.9318591961954099
75129	103689	88438	15251	78940	90112	0.8529159312945442
76221	104078	89747	14331	79192	90112	0.8623051941812871
77145	103547	90762	12785	80652	90112	0.876529498681758
77505	103969	91154	12815	80184	90112	0.876742105820004
76953	104399	90567	13832	79832	90112	0.8675083094665658
77297	104820	90985	13835	80344	90112	0.8680118298034726
78429	96716	92093	4623	81132	90112	0.952200256420861
78173	97134	91891	5243	82920	94208	0.946023019745918
77909	97566	91218	6348	81676	94208	0.9349363507779349
78517	107056	91805	15251	82256	94208	0.85754184725751
79361	107418	92816	14602	82912	94208	0.8640637509542163
80497	106910	94099	12811	83160	94208	0.8801702366476476
80949	107332	94529	12803	83584	94208	0.8807159095144039
80345	107766	93934	13832	83228	94208	0.871647829556632
80745	108187	94354	13833	83732	94208	0.8721380572527199
81873	100083	95465	4618	84636	94208	0.9538582976129812
81781	100505	95902	4603	86324	94208	0.954201283518233
81341	100934	95247	5687	85308	94208	0.9436562506192165
81949	110407	95156	15251	85464	94208	0.8618656425770105
82805	110773	96167	14606	86452	94208	0.8681447645184296
83921	110281	97467	12814	86920	98304	0.8838059139833697
84337	110702	97891	12811	87260	98304	0.8842749001824719
83773	111130	97294	13836	87108	98304	0.8754971654818681
84137	111551	97721	13830	87528	98304	0.876020833520094
85245	103447	98825	4622	88324	98304	0.9553201156147593
85193	103868	99266	4602	89976	98304	0.9556937651634767
84809	104297	98439	5858	88868	98304	0.9438334755553851
85337	113774	98521	15253	88852	98304	0.8659359783430309
86177	114141	99535	14606	89840	98304	0.872035464907439
87337	113645	100835	12810	90440	98304	0.8872805666769326
87757	114067	101253	12814	90820	102400	0.8876625141364286
87217	114488	100677	13811	91484	102400	0.8793672699322199
87561	114916	101083	13833	90976	102400	0.8796251174771137
88433	115318	101981	13337	91344	102400	0.8843458956971157
89049	107231	102606	4625	92372	102400	0.9568688159207692
88529	107661	102190	5471	92336	102400	0.9491830839394024
88773	117136	101885	15251	92540	102400	0.8698009151755225
89573	117508	102900	14608	93616	102400	0.8756850597406134
90733	117024	104207	12817	94064	106496	0.8904754580257042
91141	117438	104625	12813	94372	106496	0.89089562151944
90589	117857	104021	13836	94100	106496	0.8826034940648413
90929	118286	104457	13829	94536	106496	0.8830884466462642
91869	118761	105373	13388	94964	106496	0.8872693897828412
92013	110601	105973	4628	96344	106496	0.9581558937080135
91685	111023	105476	5547	95912	106496	0.9500373796420561
92177	120506	105254	15252	95968	106496	0.8734336879491478
92985	120873	106266	14607	96952	106496	0.879154153533047
94129	120382	107570	12812	97408	106496	0.8935721287235633
94609	120803	107992	12811	97832	106496	0.8939513091562296
94097	121224	107394	13830	97600	106496	0.885913680459315
94433	121651	107816	13835	98100	110592	0.8862730269377153
94869	122114	108278	13836	98524	110592	0.8866960381283063
95917	113968	109339	4629	99392	110592	0.9593833356731715
95549	114386	108998	5388	100040	110592	0.9528963334673823
95149	123011	107760	15251	99372	110592	0.8760192177935306
96493	124235	109629	14606	100540	110592	0.8824324868193343
97229	124596	110468	14128	101048	110592	0.8866095219750233
98093	124165	111378	12787	102344	110592	0.8970160673297628
97445	124586	110748	13838	101204	110592	0.8889281299664489
97965	125014	111184	13830	101628	110592	0.8893723902922873
98309	125446	111611	13835	101940	110592	0.8897135022240645
99397	117331	112711	4620	102856	110592	0.96062421695886
98965	117750	112390	5360	103712	114688	0.9544798301486199
98621	126375	111124	15251	102984	114688	0.8793194856577646
99893	127601	112994	14607	103948	114688	0.8855259755017594
100661	127901	113847	14054	104628	114688	0.8901181382475508
101481	127530	114721	12809	105056	114688	0.8995608876342821
100857	127951	114117	13834	104648	114688	0.8918804854983549
101405	128382	114548	13834	105148	114688	0.8922434609213129
101737	128823	114994	13829	105528	114688	0.8926511570138873
102785	120696	116070	4626	106340	118784	0.961672300656194
102493	121116	115852	5264	107348	118784	0.9565375342646719
102013	121549	114486	7063	106680	118784	0.9418917473611466
102753	131025	115774	15251	107704	118784	0.8836023659606945
103925	131444	116969	14475	109024	118784	0.8898770579105931
104913	130894	118080	12814	108536	118784	0.9021039925435849
104317	131315	117544	13771	108176	118784	0.8951300308418688
104785	131746	117908	13838	108640	118784	0.8949645530035067
105173	132168	118337	13831	109196	118784	0.8953528842079778
106253	124063	119437	4626	110052	118784	0.9627124928463764
105885	124480	119173	5307	110728	122880	0.9573666452442159
105409	124912	117850	7062	110244	122880	0.9434641987959523
106221	134405	119152	15253	112084	122880	0.8865146385923143
107293	134790	120288	14502	111620	122880	0.8924104162029824
108325	134257	121442	12815	112108	122880	0.9045487386132567
107737	134678	120846	13832	111708	122880	0.8972957721379884
108161	135108	121276	13832	112196	122880	0.8976226426266394
108533	135529	121695	13834	112684	122880	0.8979259051568299
109641	127424	122804	4620	113516	122880	0.9637430939226519
109381	127846	122580	5266	114368	122880	0.9588098180623563
108989	128275	121214	7061	113740	122880	0.9449541999610213
109597	137753	122501	15252	114748	122880	0.8892800882739396
110585	138120	123512	14608	115124	122880	0.894236895453229
111733	137622	124811	12811	115656	126976	0.9069116856316577
111109	138041	124608	13433	115412	126976	0.9026883317275303
111549	138471	124635	13836	115816	126976	0.9000801611889854
111981	138893	125060	13833	116284	126976	0.9004053480016991
113049	130787	126166	4621	116968	126976	0.9646677422067943
112661	131209	125874	5335	117868	126976	0.9593396794427211
112377	131641	124580	7061	117320	126976	0.9463616958242493
113009	141138	125889	15249	118412	126976	0.8919568082302427
114209	141535	127095	14440	118916	131072	0.8979757657116614
115145	140985	128172	12813	119356	131072	0.9091179912756676
114541	141405	127572	13833	118904	131072	0.9021746048583855
114989	141835	128003	13832	119452	131072	0.9024782317481581
115381	142261	128424	13837	119848	131072	0.9027351136291746
116445	142454	129524	12930	120768	131072	0.9092338579471267
116257	134573	129302	5271	121584	131072	0.9608316675707609
115773	135002	127973	7029	120840	131072	0.9479341046799307
116569	144481	129230	15251	121312	131072	0.8944428679203494
117385	144845	130237	14608	122396	131072	0.8991473644240395
118545	144353	131542	12811	122896	131072	0.9112522774033099
117997	144774	131957	12817	122560	131072	0.9114689101634271
118413	145202	131371	13831	122940	135168	0.904746491095164
118765	145622	131788	13834	123344	135168	0.9050006180384832
119657	146038	132694	13344	124276	135168	0.9086265218641724
119633	137939	132672	5267	125040	135168	0.961816455099718
119009	138368	131307	7061	124412	135168	0.948969414893617
119889	147844	132593	15251	125084	135168	0.8968439706717892
120785	148216	133605	14611	125864	135168	0.9014208992281535
121977	147720	134912	12808	127352	135168	0.913295423774709
121877	148137	135320	12817	126360	135168	0.9134787392751305
121865	148557	134723	13834	126696	139264	0.9068774948336329
122253	148987	135154	13833	127104	139264	0.907152973078188
123025	149611	135952	13659	127936	139264	0.9087032370614461
123085	141302	136035	5267	128824	139264	0.9627252268191533
122557	141732	134691	7041	127960	139264	0.9503217339768013
123413	151201	135949	15252	128408	139264	0.8991276512721477
124293	151577	136972	14605	129484	139264	0.9036463315674542
125465	151082	138268	12814	129920	139264	0.9151851312532268
124881	151503	138683	12820	129736	139264	0.9153812135733286
125297	151921	138088	13833	130104	139264	0.908946096984617
125685	152351	138524	13827	130480	139264	0.9092424729735938
126753	152446	139625	12821	131352	139264	0.9158980885034701
126449	144667	139402	5265	132124	139264	0.9636060746403811
125929	145097	138036	7061	131700	139264	0.951336002811912
126713	154573	139322	15251	132112	143360	0.9013346444721911
127693	154951	140344	14607	134072	143360	0.9057314893095236
128893	154468	141634	12834	133584	143360	0.9169148302561049
128297	154868	141483	13385	133392	143360	0.9135715577136658
128693	155297	141467	13830	133684	143360	0.910944834736022
129081	155715	141882	13833	133924	143360	0.9111646276851941
129553	156175	142371	13804	135916	147456	0.9116119737473988
129953	148030	142764	5266	136016	147456	0.9644261298385463
129505	148452	142436	6016	135308	147456	0.9594751165359847
129665	148884	141823	7061	135716	147456	0.95257381585664
130581	158389	143136	15253	136624	147456	0.9036991205197331
131841	158796	144445	14351	137156	147456	0.9096261870576084
132729	158232	145417	12815	137656	147456	0.9190113251428282
132165	158653	144818	13835	137244	147456	0.9127971106754994
132545	159079	145246	13833	137680	147456	0.9130432049484847
132981	159521	145687	13834	138592	147456	0.9132778756401978
133381	151397	146161	5236	140316	151552	0.9654154309530572
132865	151816	145373	6443	138976	151552	0.9575604679348685
133041	152249	145188	7061	139208	151552	0.9536220270740694
134037	161777	146526	15251	140352	151552	0.9057282555616682
135157	162145	147644	14501	140676	151552	0.910567701748435
135265	161595	148778	12817	140616	151552	0.9206844271171757
135521	162016	148183	13833	140748	151552	0.9146195437487655
135917	162446	148609	13837	141180	151552	0.9148209251074203
136373	162873	149036	13837	142084	151552	0.9150442369207911
136793	154759	150133	4626	142964	151552	0.9701083620338721
136457	155181	149173	6008	142520	151552	0.961283920067534
136605	155614	148553	7061	142788	151552	0.9546249052141839
137413	165110	149858	15252	143768	155648	0.9076252195506026
138369	165468	150861	14607	144152	155648	0.9117231126260062
139581	164959	152184	12775	144576	155648	0.9225565140428834
139005	165396	151600	13796	144288	155648	0.9165880674260563
139361	165842	152012	13830	144868	155648	0.9166073732830043
139809	166269	152433	13836	145600	155648	0.9167854500839002
140237	158157	152892	5265	146492	155648	0.9667102942013316
139817	158579	152622	5957	145984	155648	0.9624351269714149
140029	159011	151950	7061	146168	155648	0.9555942670632849
140869	168509	153256	15253	147244	155648	0.9094825795654832
142077	168914	154478	14436	148720	159744	0.9145363912997146
142985	168355	155545	12810	148260	159744	0.9239107837605061
142401	168777	154944	13833	147892	159744	0.9180397803018184
142757	169206	155367	13839	148516	159744	0.9182121201375838
143189	169628	155794	13834	149132	159744	0.9184450680312213
143113	170140	156300	13840	150144	159744	0.918655225108734
143177	161946	156063	5883	149872	159744	0.9636730762105887
143357	162372	155311	7061	149768	159744	0.9565134382775355
144257	171868	156617	15251	150468	159744	0.9112632950869272
145253	172229	157622	14607	152428	163840	0.9151884990332638
146381	171721	158890	12831	151764	163840	0.9252799599350109
145853	172140	158303	13837	151588	163840	0.9196177529917509
146221	172570	158733	13837	151988	163840	0.9198180448513646
146665	172996	159165	13831	152596	163840	0.9200501745705103
147053	164887	159616	5271	153500	163840	0.9680326526651586
146481	165309	158955	6354	152952	163840	0.9615628913126327
146653	165738	158675	7063	153408	163840	0.9573845466941799
147677	175237	159985	15252	154668	163840	0.912963586457198
148641	175595	160987	14608	155936	163840	0.9168085651641562
148797	175084	162270	12814	154744	163840	0.9268122729661191
149325	175503	161669	13834	155052	163840	0.9211751366073514
149681	175933	162101	13832	155476	163840	0.9213791613853001
150121	176353	162516	13837	155880	163840	0.9215380515216639
150621	176829	163020	13809	157728	167936	0.921907605652919
150693	168670	163303	5367	157100	167936	0.9681804707416849
150189	169100	162039	7061	156884	167936	0.9582436428149024
151161	178606	163354	15252	157320	167936	0.9146053324076459
152153	178947	164339	14608	158380	167936	0.9183668907553634
152821	179433	165082	14351	158932	167936	0.9200202861235113
152653	178868	165031	13837	158612	167936	0.9226412773665497
153149	179289	165454	13835	159168	167936	0.9228340835187882
153517	179717	165882	13835	159772	167936	0.9230178558511437
153373	180193	166347	13846	160624	172032	0.923160167154107
153389	172035	166294	5741	160408	172032	0.9666288836573953
153577	172464	165403	7061	160684	172032	0.9590581222747936
154545	181960	166709	15251	161200	172032	0.9161848757968785
154949	182413	167171	15242	162228	172032	0.9164423588231102
156669	181885	168987	12898	163472	172032	0.9290870605052644
156101	182232	168399	13833	162380	172032	0.9240912682734097
156529	182662	168831	13831	162700	172032	0.9242809122860803
156957	183083	169252	13831	163060	172032	0.9244550285935887
